LIMIT_BAL,SEX.male,EDUCATION.graduate.school,EDUCATION.high.school,EDUCATION.university,MARRIAGE.married,MARRIAGE.single,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,class
50000,1,1,0,0,1,0,48,0,0,0,0,0,0,48096,49267,48078,25869,22647,2875,2300,2000,1600,100,250,104,0
230000,0,0,0,1,1,0,62,0,0,0,0,0,0,167635,170085,172204,173045,176163,179625,6474,7726,5601,6100,6427,6000,0
2e+05,0,1,0,0,0,1,28,0,0,0,0,2,2,58833,61991,7357,9471,8538,7685,4100,3000,3000,0,1000,0,0
410000,1,1,0,0,0,1,31,-1,-1,-1,0,0,-1,4182,0,4120,4120,0,3086,0,4120,0,0,3086,4320,1
60000,0,0,0,1,0,1,23,0,0,0,0,0,0,60380,55367,111334,19358,19760,20223,2296,2510,838,862,1015,400,1
190000,0,0,0,1,0,1,25,1,-2,-1,0,0,-1,0,0,2251,2251,497,7681,0,2251,0,600,9289,6374,0
210000,0,0,0,1,0,1,24,0,0,0,0,0,0,94681,96920,98562,100329,103697,91408,3766,3507,3334,4723,3418,2682,0
20000,0,0,1,0,1,0,31,0,0,0,0,0,0,15654,16425,17265,16647,12213,10998,1330,1170,500,420,397,221,1
50000,1,0,0,1,0,1,29,0,0,0,-2,-2,-2,1972,2524,0,0,0,0,2500,0,0,0,0,0,1
240000,1,0,1,0,0,1,45,1,2,0,0,0,0,221341,213264,207403,201331,195040,188968,7000,7500,7300,7000,7000,5869,0
150000,0,1,0,0,0,1,32,1,-1,-1,-1,0,0,-300,7628,0,1089,1089,843,7928,0,1089,0,0,0,0
20000,1,0,0,1,0,1,46,-1,-1,-1,0,0,-2,780,0,1170,780,0,0,0,1170,0,0,0,0,1
50000,0,0,0,1,1,0,29,0,0,0,0,0,0,26052,27631,29128,29707,28825,29022,2000,2000,2500,1033,1053,1034,0
240000,0,1,0,0,1,0,37,2,0,0,0,-2,-2,118402,119764,72050,0,0,0,5598,4000,0,0,0,0,1
50000,1,1,0,0,0,1,23,0,0,0,0,2,0,51175,47514,23927,20162,19342,18347,2500,2280,2157,0,660,638,0
20000,1,0,1,0,0,1,25,0,0,-1,-1,-1,-1,3556,3271,798,798,798,408,1481,798,798,798,408,1188,0
130000,1,0,0,1,0,1,33,2,2,2,-1,-1,-2,1183,2183,2000,700,0,0,2000,13,700,0,0,0,0
20000,0,0,0,1,1,0,48,-1,2,2,-1,0,-1,780,780,390,780,390,1735,390,0,780,0,1735,0,0
70000,0,1,0,0,0,1,34,2,2,2,2,2,2,44347,43357,46626,47562,48651,49700,0,4000,2000,2000,2000,2000,1
1e+05,0,0,0,1,1,0,38,1,2,0,0,2,0,12893,12447,14967,16773,16427,19053,0,3000,2000,0,3000,2000,0
60000,1,0,0,1,0,1,32,1,2,2,2,2,2,47908,49823,48757,52312,52960,51985,3000,0,5000,2100,0,4600,0
20000,0,0,0,1,0,1,22,0,0,0,0,0,0,17356,18205,10140,10345,7552,8001,1274,1119,324,278,579,170,0
50000,0,0,0,1,0,1,26,2,0,0,0,-1,-1,48510,48217,25192,15741,3041,0,1800,3000,1000,3041,0,0,1
1e+05,0,1,0,0,0,1,26,0,0,0,0,0,0,91857,78797,70936,68104,68055,68084,3572,2600,5600,2600,2600,2510,0
160000,0,0,1,0,1,0,37,0,0,0,0,0,0,17500,15933,19536,7550,6977,7811,10000,10000,3006,3000,3000,0,0
30000,0,0,1,0,1,0,41,2,2,2,3,2,2,26042,27127,28762,29485,28878,30699,1800,2378,1496,0,2462,0,1
50000,0,0,0,1,1,0,23,0,0,0,0,0,0,49103,44351,38726,28598,29277,27310,1800,2128,1000,1100,1000,999,0
90000,0,0,0,1,1,0,45,2,2,2,2,2,2,45820,46770,45741,48729,49628,50680,2000,0,3755,2000,2000,2100,1
1e+05,0,1,0,0,0,1,27,0,0,0,0,0,-1,19164,23828,25138,26499,26799,1150,5000,2000,2000,500,1150,0,0
2e+05,0,0,0,1,0,1,36,-1,-1,-1,-2,-2,-1,1371,4068,0,0,0,980,4077,0,0,0,980,0,0
1e+05,1,1,0,0,0,1,32,0,0,0,0,2,2,83831,85586,87289,91451,93381,89522,4000,4037,6500,3500,0,3200,0
180000,0,1,0,0,0,1,30,0,0,-1,0,0,-2,15743,9814,9161,8252,0,0,1205,9402,0,0,0,0,0
160000,1,0,0,1,0,1,29,0,0,0,0,0,0,128809,127595,115094,111678,105336,104306,5000,4000,5000,4000,3603,4200,0
220000,0,1,0,0,0,1,36,-2,-2,-2,-2,-2,-2,0,420,0,584,790,0,420,0,584,790,0,1309,0
80000,0,0,0,1,1,0,22,-1,-1,-1,-1,0,-1,1941,2132,1667,2146,1073,2761,2132,1667,2146,0,2761,1073,0
20000,1,0,0,1,1,0,33,0,0,0,-2,-2,-2,2508,3448,-202,-202,950,0,1000,202,0,1152,0,1000,0
60000,0,0,1,0,1,0,44,1,2,0,0,0,0,39466,32202,29503,29538,29971,29798,0,1802,1737,1170,1189,1230,0
50000,1,0,0,1,0,1,48,0,0,0,0,0,0,23694,22500,20279,19816,18711,17598,1635,1360,1233,601,591,736,0
10000,0,1,0,0,0,1,23,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
1e+05,1,0,0,1,1,0,56,0,0,0,0,0,0,96392,87986,89230,90745,92774,101275,4424,3600,3000,3200,9800,0,0
130000,1,0,0,1,1,0,38,0,0,0,0,-2,-2,233617,115431,35400,0,0,0,10000,5000,0,0,0,0,0
60000,0,0,1,0,1,0,51,0,0,0,0,0,0,60350,61112,60557,35555,30214,30170,2435,2575,1404,990,1347,1316,0
50000,0,0,1,0,1,0,43,0,0,0,0,0,0,42874,43727,28742,8150,6771,6713,1862,1077,1000,1000,1000,1000,0
210000,1,1,0,0,1,0,30,0,0,0,0,0,0,129890,135229,106382,79423,78981,81884,12112,4513,3400,5000,5000,10000,0
150000,0,0,1,0,0,1,47,0,0,0,0,0,0,153720,150540,153103,152060,151470,151974,7000,7000,5200,5500,6300,5100,0
160000,1,1,0,0,0,1,27,1,-2,-2,-1,-1,-1,-1860,-2790,-4650,930,930,2010,0,0,5580,930,2010,0,0
160000,0,1,0,0,1,0,27,0,0,0,0,0,0,146643,151342,152714,141957,140605,143519,6645,4844,6368,3961,4086,4280,0
3e+05,1,1,0,0,1,0,58,-1,-1,-1,-2,-1,0,13620,5779,-1921,-1921,1912,1921,5823,0,0,3833,9,0,0
120000,0,1,0,0,0,0,44,0,0,2,0,0,0,70096,76446,73732,12329,12329,0,8100,0,247,0,0,0,0
60000,0,0,0,1,0,1,26,0,0,0,0,0,0,57171,58656,53271,54331,55513,56898,2464,1932,1944,2057,2351,1963,0
30000,0,0,1,0,1,0,47,2,2,0,0,2,0,25280,24589,26160,29927,29336,29820,0,2000,4200,0,1100,1100,1
360000,1,0,1,0,1,0,32,-2,-2,-2,-2,-2,-2,33597,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
80000,0,0,0,1,0,1,29,0,0,0,0,0,0,60857,46724,35074,32812,25930,26414,2000,2000,2000,1100,1000,1100,0
360000,0,1,0,0,1,0,32,-1,-1,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0,0
1e+05,1,0,0,1,0,1,34,0,0,0,0,-1,-1,19138,6630,4958,5314,390,390,1100,1254,1000,390,390,390,0
20000,0,0,1,0,1,0,22,2,0,0,0,0,0,16358,17063,18406,18992,16564,16944,1282,1625,1209,1000,570,411,0
60000,0,0,0,1,0,1,22,3,2,2,2,2,2,61558,59967,59693,39686,30077,30761,10,3616,301,2501,1300,0,1
250000,0,0,0,1,1,0,39,-1,-1,-1,-1,-1,-1,9690,0,1222,7337,0,2752,0,1222,7409,0,2752,1549,0
80000,1,0,1,0,1,0,59,0,0,0,0,0,0,78651,80199,82036,82031,81535,81586,3454,3725,3722,3228,3281,3374,0
50000,1,0,1,0,0,1,28,0,0,0,0,0,0,57207,58211,48160,48398,17942,16334,2000,2100,1300,650,600,1652,0
5e+05,0,0,1,0,0,1,44,-2,-2,-2,-2,-2,-2,0,1275,0,0,1300,0,1275,0,0,1300,0,0,0
90000,1,0,0,1,1,0,50,0,0,0,0,0,0,85241,86576,86914,28698,29722,29400,3600,2196,1027,1486,588,352,0
180000,0,1,0,0,0,1,26,-2,-2,-2,-2,-2,-2,100,100,100,100,100,100,100,100,100,100,100,100,0
270000,0,1,0,0,0,1,30,0,0,0,0,0,0,81488,76257,70685,66539,61069,56211,3000,5000,3000,2200,2100,3879,0
360000,0,0,0,1,1,0,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,1,0,0,1,1,0,38,0,0,0,0,0,0,48797,47153,43238,17253,16307,16651,1864,1811,594,587,1000,1000,0
350000,0,0,0,1,1,0,41,0,0,0,0,0,0,85339,84393,86793,84406,73976,75497,5000,5016,5000,3000,3000,4000,0
20000,1,0,1,0,1,0,33,2,0,0,0,0,-2,20500,16237,20960,6914,1017,780,2191,1000,0,1017,780,6380,1
70000,0,0,0,1,0,1,22,0,0,0,0,0,-1,68247,68263,22551,16008,0,13180,2120,1010,328,0,13180,2000,0
170000,0,1,0,0,0,1,53,-2,-2,-2,-2,-2,-2,-200,-200,-200,0,2769,0,0,0,200,2769,0,0,0
90000,1,0,0,1,0,1,26,0,0,-2,-2,-2,-2,70182,-18,-18,-18,-18,-18,0,0,0,0,0,0,0
210000,0,0,0,1,0,1,31,-1,-1,-1,-1,-1,-1,1154,1368,1080,1567,788,0,1368,1080,1567,788,0,1638,1
4e+05,0,1,0,0,1,0,32,-2,-2,-2,-2,-2,-1,110,532,2651,0,644,636,587,2651,0,644,636,572,0
50000,1,1,0,0,0,1,26,0,0,0,0,0,0,48924,48593,49459,50160,49244,50531,2200,2200,1890,2000,2000,1800,0
310000,1,1,0,0,1,0,47,-2,-2,-2,-2,-2,-2,-1874,-2474,-2474,-74,2226,-484,0,0,2400,2300,0,0,0
1e+05,0,0,1,0,1,0,39,0,0,0,0,0,-1,4247,4097,6314,3410,1396,1640,1283,2500,1500,1000,1700,300,0
160000,0,0,1,0,0,1,54,1,-2,-2,-1,-1,-2,0,0,0,1690,0,0,0,0,1690,0,0,0,0
140000,1,1,0,0,1,0,27,1,-2,-2,-2,-2,-2,-488,-488,-488,-488,-488,-488,0,0,0,0,0,0,0
50000,1,1,0,0,1,0,35,0,0,0,0,0,0,50482,50267,44880,45122,49518,50389,6749,5000,8000,5000,10000,2000,0
50000,1,0,0,1,0,1,25,2,2,2,3,2,0,32233,31440,33489,18968,15611,19304,0,3041,0,3,5700,700,0
160000,1,1,0,0,0,1,29,1,-1,-1,-2,-2,-2,0,6285,0,0,0,0,6285,0,0,0,0,0,0
410000,1,1,0,0,0,1,32,-1,-1,-1,-2,-2,-2,5335,5369,-281,-281,-281,-281,5400,0,0,0,0,0,0
190000,1,0,0,1,1,0,45,0,0,0,0,0,0,82764,63105,55282,50864,48782,49241,5000,2600,2000,3000,5000,2000,0
210000,1,1,0,0,1,0,31,0,0,0,0,0,0,140994,140224,141553,143811,144587,146802,5100,5201,5160,5200,5300,6150,0
310000,1,1,0,0,1,0,50,-1,-1,-1,-1,-1,-1,396,396,0,942,1645,1287,396,0,942,1645,1287,2077,0
2e+05,0,1,0,0,0,1,33,-2,-2,-2,-2,-2,-2,6421,846,4292,0,0,0,1064,4974,0,0,0,0,0
210000,0,0,0,1,1,0,34,0,0,0,0,0,0,86792,88106,89419,88758,85239,81723,3319,3892,3184,3128,2944,2870,0
320000,1,1,0,0,1,0,40,0,0,0,0,0,0,151222,135038,108924,109710,116813,118984,6500,8000,4000,9000,4000,5000,0
130000,0,0,0,1,0,1,34,0,0,-2,-2,-1,-1,42063,0,0,0,150,1000,0,0,0,150,1000,0,0
1e+05,0,0,0,1,0,1,28,0,0,0,0,0,0,101557,101518,97664,70995,70183,71068,5000,4000,2700,2500,2800,2600,0
3e+05,1,1,0,0,1,0,43,-1,-1,-1,2,0,0,1920,410,5015,2334,3334,3350,412,5459,0,1000,16,2418,0
80000,0,1,0,0,1,0,28,-1,2,-1,-1,-1,-1,9598,6278,8721,3589,8209,10253,60,8721,3589,8209,10253,4829,0
20000,0,0,0,1,1,0,32,2,0,0,0,2,2,15073,15431,16176,18204,17614,18826,1600,1300,2300,0,1500,0,1
320000,1,0,0,1,0,1,30,0,0,0,0,0,0,29668,30282,30737,26875,26318,25880,1353,1224,739,742,751,703,0
50000,0,0,1,0,0,1,60,0,0,2,2,0,0,27943,31060,31293,29256,29870,30503,3577,1042,0,1080,1515,862,0
260000,1,0,0,1,1,0,53,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
50000,1,1,0,0,0,1,24,0,0,0,0,0,0,12570,11659,8312,11451,9312,7239,6000,6000,8000,186,0,0,0
30000,0,0,0,1,0,1,24,0,0,0,0,2,2,20367,21882,22929,25433,26228,25679,2000,1696,3200,1500,0,4306,0
360000,1,1,0,0,1,0,44,-1,-1,-1,-2,-1,-1,16731,4840,-16,-16,3267,3438,4864,0,0,3283,3455,0,0
80000,0,0,0,1,1,0,41,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,0,0,0,1,1,0,45,0,0,0,0,0,0,79277,63767,62599,51950,44189,38034,3500,3022,2000,2000,2000,2000,0
90000,0,1,0,0,0,1,28,-1,-1,-2,-2,-2,-2,350,0,0,0,0,0,0,0,0,0,0,0,1
220000,0,1,0,0,0,1,27,0,0,0,0,0,0,67028,32546,29814,31488,8495,10170,5332,5000,10238,5000,5000,2000,0
20000,1,0,0,1,0,1,22,3,2,2,3,2,2,17710,17137,19830,19240,18419,20126,0,3000,0,0,2000,0,1
350000,1,1,0,0,0,1,29,0,0,0,0,-2,-2,16476,21256,25750,0,0,0,5000,5000,0,0,0,0,0
110000,0,0,0,1,0,1,26,0,0,0,0,0,0,45028,46276,47527,48735,49925,50967,2000,2000,2000,2000,2000,2500,0
210000,1,1,0,0,1,0,42,-1,-1,-1,-1,-1,-1,1729,1262,6867,2271,1054,1197,1315,6867,2271,1054,1197,701,0
230000,0,0,0,1,0,1,34,-2,-2,-2,-2,-2,-2,1716,1518,909,-1307,-3237,-5459,1518,1000,0,0,0,0,0
110000,1,0,0,1,0,1,24,0,0,0,0,0,0,105927,65575,66495,67415,68538,78911,2375,2395,2397,2583,12000,2583,0
2e+05,0,0,1,0,0,1,45,1,-2,-2,-2,-1,0,666,1928,-15,1753,4717,1230,1937,0,1768,6137,0,27,0
20000,0,0,0,1,0,1,23,0,0,0,0,0,0,17257,17417,14462,14750,15215,16209,1230,1239,527,702,1400,0,1
120000,0,0,0,1,0,1,26,0,0,0,0,0,0,22431,12399,4199,3059,674,0,1500,1000,682,0,0,738,0
80000,0,1,0,0,0,1,23,-1,-1,-1,-1,-1,-1,390,390,390,390,390,540,390,390,390,390,540,390,0
180000,0,0,0,1,0,1,48,1,-1,-1,-1,-1,-1,2551,3044,3044,5283,1660,6671,3044,3044,5283,1660,6671,493,0
240000,1,1,0,0,0,1,34,0,0,2,-1,-1,0,30851,40286,38008,9497,9124,7128,10000,14,9497,9124,2000,1200,0
240000,0,1,0,0,0,1,27,0,0,0,0,0,0,176829,174143,165755,166291,141380,130742,7058,6800,4050,6084,8028,4267,0
60000,1,0,0,1,0,1,42,0,0,0,0,0,0,99114,97895,94204,95986,13529,16099,3700,3000,4000,1500,3250,1000,0
140000,0,1,0,0,0,0,48,1,-1,-1,-1,-1,-1,0,780,1176,0,780,642,780,1176,0,780,642,0,0
130000,0,0,0,1,1,0,29,-2,-2,-2,-2,-2,-2,1451,1175,2751,2995,2018,938,1175,2751,2995,2018,938,0,0
240000,0,0,0,1,0,1,30,0,0,0,0,0,0,89009,71169,67528,64238,65521,65829,3071,2390,2311,2330,2392,2504,0
180000,0,0,1,0,0,1,27,-1,-1,-1,-1,-1,-1,3578,3898,0,715,4079,0,3898,0,715,6942,0,213,0
120000,0,0,0,1,0,1,24,0,0,0,0,0,0,55829,53799,53021,53216,49194,48487,2000,2600,4241,1700,2500,1500,0
30000,0,1,0,0,1,0,49,-2,-2,-2,-2,-2,-2,3340,0,1220,480,0,174,0,1220,480,0,174,1162,0
320000,1,1,0,0,1,0,46,-2,-2,-2,-1,-1,-2,3266,12186,1403,24305,7463,1957,12253,3290,11465,7537,1966,2987,0
3e+05,0,0,0,1,1,0,40,0,0,0,0,0,0,11704,10196,8900,7099,5437,3958,1139,1322,1000,2000,1000,1000,0
330000,1,0,0,1,0,1,28,0,0,0,0,0,0,53260,37207,40560,41978,46728,40502,2000,4000,2000,5039,2164,2000,0
160000,0,0,0,1,0,1,41,0,0,-2,-2,-2,-2,71900,0,0,0,0,0,0,0,0,0,0,0,0
30000,0,1,0,0,1,0,23,0,0,0,0,0,0,26669,28080,28836,28812,29400,30000,1844,1600,576,588,600,0,1
30000,0,1,0,0,0,1,23,0,0,0,2,2,0,29047,30062,29659,29274,18770,13960,1508,3016,1730,16,1001,1000,1
230000,1,1,0,0,0,1,28,0,0,0,0,0,0,29108,29240,30062,31253,31965,36782,1587,1409,10000,1193,6782,1026,0
3e+05,1,0,0,1,1,0,55,0,0,0,0,0,0,69994,71388,72886,74371,75854,77440,2552,2645,2696,2716,2809,2826,0
80000,0,0,0,1,1,0,22,2,2,2,2,2,-2,79026,81521,83628,152452,0,0,4400,4001,12,0,0,0,1
2e+05,1,1,0,0,0,1,32,-1,-1,-1,-2,-2,-2,1125,2182,0,0,0,0,2182,0,0,0,0,0,1
180000,1,1,0,0,1,0,48,0,0,0,0,0,0,64788,66092,65236,65912,66523,67020,3000,2370,3000,3000,2588,2500,0
30000,1,0,0,1,1,0,36,1,3,2,0,0,0,22327,21696,21054,21315,21623,22261,0,0,908,800,1000,1809,0
230000,0,0,0,1,0,1,32,1,-1,-1,0,-1,-1,328,1593,2015,1077,1479,3104,1621,2015,10,1479,3104,1152,0
50000,1,0,0,1,0,1,35,0,0,0,0,0,0,18510,19418,21097,21759,22421,23061,1500,2000,1000,1000,1000,1203,0
280000,0,0,0,0,1,0,50,0,-1,-1,2,2,-2,5380,390,1843,1663,-147,-147,400,1843,0,0,0,1647,0
20000,0,0,1,0,0,1,24,-1,-1,-1,-1,-1,-2,5103,3773,10132,4818,0,0,3773,10139,4830,0,0,1960,0
60000,1,0,0,1,0,1,26,0,0,0,0,0,0,38815,40171,37274,30203,30809,33323,2023,1491,2000,1092,3000,1353,0
1e+05,0,0,0,1,1,0,41,-2,-2,-2,-1,-1,-2,390,390,0,944,0,0,780,0,944,0,0,0,0
110000,0,0,0,1,0,1,42,0,0,0,0,0,0,106478,107517,103609,79421,78286,65875,3951,4276,2666,2811,2500,465,0
30000,0,0,0,1,0,1,28,0,0,0,0,2,2,28347,29880,29588,30687,25637,26468,2000,2000,2200,0,1800,0,0
50000,1,0,0,1,1,0,39,0,0,0,0,0,0,39323,45625,38157,15966,15733,17703,7031,2013,3005,2007,5007,1003,0
30000,0,0,0,1,1,0,24,1,2,2,2,2,2,29654,28570,31085,29945,30373,29476,0,3300,0,2158,0,1100,0
20000,1,0,1,0,1,0,44,2,2,2,2,0,0,12436,12943,15428,14883,15494,16086,1000,2700,0,850,850,850,1
30000,1,0,0,1,1,0,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
50000,1,0,0,1,1,0,34,0,0,0,0,0,0,48976,47404,46338,14234,19545,20173,2023,3105,3119,11000,909,3000,0
150000,0,0,1,0,1,0,46,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
180000,1,0,0,1,1,0,57,0,0,0,0,0,0,182329,177183,177694,127051,128562,129128,9000,7000,5000,5000,10000,5000,0
1e+05,1,0,0,1,0,1,28,-1,-1,-1,-1,-1,-1,942,390,390,390,0,780,390,390,390,0,780,0,0
50000,1,0,1,0,1,0,39,0,0,-2,-2,-2,-2,51400,0,0,0,0,0,0,0,0,0,0,0,1
20000,0,1,0,0,1,0,38,-1,-1,-1,-2,-1,-1,1925,500,0,0,6360,11220,500,0,0,6360,11220,0,0
280000,0,1,0,0,0,1,30,1,-1,-1,-1,0,0,0,230,0,327,168,168,230,0,327,0,0,0,1
260000,0,0,1,0,1,0,65,0,0,0,0,0,0,225028,188891,174617,178214,182251,186144,8165,6500,6500,7000,7000,7500,0
140000,0,0,0,1,1,0,51,-2,-2,-2,-2,-2,-2,4885,649,-9,-9,3177,-10,650,0,0,3186,0,0,0
30000,0,1,0,0,0,1,23,1,-2,-2,-2,-1,-1,4000,5645,3508,-27,13744,5906,5645,3508,27,13771,5911,3024,0
340000,0,1,0,0,0,1,27,0,0,0,-1,-1,-1,30452,36919,24268,3210,3240,11095,6919,4322,3210,3240,11095,3345,0
20000,0,0,0,1,1,0,38,0,0,0,0,0,0,11904,13193,12236,13041,13641,14251,1500,1400,1500,1000,1000,0,0
130000,1,0,0,1,0,1,32,0,0,-2,-2,-2,-2,27495,0,0,0,0,0,0,0,0,0,0,0,0
160000,0,0,0,1,1,0,60,-2,-2,-2,-2,-2,-2,16060,1605,4200,2461,0,0,1605,4200,2461,0,0,230,0
60000,0,0,0,1,0,1,31,0,0,0,2,2,2,36434,39925,43350,42057,26877,26493,4100,4073,0,1600,0,1100,1
30000,0,0,0,1,0,0,35,0,0,0,0,0,0,25952,26657,27972,28628,29005,29817,1440,1750,1390,764,1000,850,1
70000,0,0,1,0,1,0,30,2,2,2,2,2,2,55352,56448,57550,58008,58957,60367,2600,2600,2000,2500,2500,2400,1
160000,0,0,0,1,1,0,31,-2,-2,-2,-2,-2,-2,239,0,0,0,1446,426,0,0,0,1446,426,0,0
130000,0,0,0,1,0,1,27,-1,-1,-1,-1,-1,-1,390,390,390,390,390,380,390,390,390,390,380,400,0
2e+05,0,0,0,1,0,1,27,2,2,0,0,0,0,186806,166153,157633,145423,146202,144685,0,6908,5200,5400,5700,9101,0
70000,1,0,1,0,1,0,64,0,0,0,0,0,0,62188,62848,56718,47191,45959,47635,3000,2200,1700,1700,2441,2000,0
20000,1,0,1,0,0,1,24,0,0,0,0,0,0,9249,10439,11448,11561,12221,12865,1500,1487,600,1000,1000,1000,1
50000,0,0,0,1,1,0,53,0,0,0,0,0,0,36997,36927,34929,31874,28993,29409,1607,2010,1505,1001,2007,2007,1
80000,0,0,1,0,1,0,54,0,0,0,0,0,0,76752,77528,68966,63972,50072,51239,3768,3009,2009,1818,2000,6000,0
230000,0,0,1,0,1,0,27,0,0,0,0,0,0,67615,19870,19649,17969,10888,8657,1323,1500,1000,2000,1023,2004,0
120000,1,0,0,1,0,1,30,0,0,0,0,0,0,100802,104378,106651,108362,96168,99399,5200,5500,5000,5000,5000,5000,0
60000,0,0,1,0,1,0,47,2,3,2,2,2,2,20347,19727,20909,21168,21520,21805,0,1800,900,1000,774,0,1
180000,0,1,0,0,0,1,25,0,-1,2,-1,-1,2,7026,10080,3254,1443,7105,2929,10080,0,1443,7105,0,5253,0
180000,0,0,1,0,1,0,45,-2,-2,-2,-2,-2,-2,396,396,396,396,396,396,396,396,396,396,396,396,0
70000,0,1,0,0,0,1,25,0,0,0,0,2,2,35871,37174,37904,40651,39697,42253,1902,1632,3379,0,3200,0,0
50000,1,0,1,0,1,0,53,0,0,0,0,0,0,48684,49466,50544,25381,9652,9464,1974,2442,1669,330,1342,330,0
60000,1,0,0,1,1,0,36,1,2,0,0,0,0,36544,37357,38067,38823,39638,40424,1700,1632,1388,1439,1445,1500,0
110000,0,1,0,0,0,1,23,0,0,0,0,0,0,78793,79182,76460,60136,41872,38158,3400,4000,2951,1600,1540,1400,0
20000,1,0,1,0,1,0,38,0,0,-1,-1,-1,-1,19805,19900,390,390,0,780,1000,390,390,0,780,0,1
140000,0,1,0,0,0,1,28,0,-1,0,0,0,0,5845,10322,12830,13317,14936,18504,10322,5000,1000,2000,4000,4000,0
50000,0,0,0,1,1,0,30,0,0,0,0,0,0,46800,37395,38591,40037,32260,27649,1604,1800,2200,1400,1100,1300,1
130000,1,0,1,0,1,0,45,-1,-1,-1,-1,-1,-1,1475,1826,2831,2756,1585,1215,1826,2831,2756,1585,1215,2402,1
170000,0,0,0,1,0,1,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,330,0,0,0,0,330,1290,1
130000,1,0,0,1,0,1,27,0,0,0,-2,-2,-2,92043,61650,0,0,0,0,2850,0,0,0,0,0,0
150000,0,0,0,1,0,1,25,-2,-2,-2,-2,-2,-2,-19,-19,-19,-19,7962,0,0,0,0,7981,0,12220,0
80000,1,0,1,0,1,0,52,1,2,2,2,2,2,13701,13034,4119,2705,2855,1411,0,1200,0,1411,0,390,1
260000,0,0,0,1,1,0,32,0,0,0,0,0,0,200581,196761,78041,55871,28775,27497,7651,1765,1304,772,930,901,0
310000,0,1,0,0,1,0,47,-1,0,0,0,0,0,2257,5202,6495,5781,7754,12315,3000,3000,1000,4000,5000,5000,0
260000,1,1,0,0,1,0,36,0,0,0,0,0,0,239206,212271,191813,193555,197090,200841,9029,9000,7100,7509,8000,6888,1
20000,1,0,0,1,1,0,43,2,2,2,2,0,0,17233,18639,20035,19333,18135,14366,2000,2000,0,1000,500,1950,1
50000,1,1,0,0,0,1,29,-1,0,0,2,0,0,20258,22932,22265,23896,26514,28073,3000,0,2000,3000,2000,1500,0
130000,0,0,1,0,1,0,44,0,0,0,0,0,0,122264,125756,129159,127727,130334,0,3541,3497,2875,2607,0,0,0
160000,0,1,0,0,1,0,40,-2,-2,-2,-2,-2,-2,0,3843,1876,4493,5929,2973,3843,1891,4520,5950,2979,5188,0
50000,0,0,0,1,1,0,31,0,0,0,0,0,0,13641,15409,16052,15993,15780,15549,2000,1223,1000,1000,1000,1000,0
230000,0,1,0,0,0,1,29,0,0,0,0,0,0,4827,5605,7719,7601,12140,16145,2000,3050,5000,5000,5000,5000,0
90000,0,0,0,1,1,0,44,0,0,0,0,0,0,82253,88238,83204,81645,84629,87981,8238,3200,3000,5000,5000,3000,0
30000,1,0,0,1,0,1,28,0,0,0,0,0,0,25198,25988,27107,27450,29193,27372,1500,1600,1000,2100,1400,500,0
80000,1,0,1,0,0,1,32,0,0,0,0,0,0,78887,69433,48198,49182,49939,50626,2569,2000,2000,1770,2002,2008,0
290000,1,0,0,1,0,1,34,1,-2,-1,0,0,0,0,0,4524,8440,10300,0,0,4524,4000,2000,0,0,1
50000,1,0,0,1,0,1,30,0,0,0,0,0,-1,51396,52908,7456,7608,7978,10400,2481,1000,152,370,11000,511,0
120000,0,0,0,1,1,0,39,0,0,0,0,0,0,114644,117110,117050,117486,117720,118773,4320,4200,4200,4300,4400,4200,0
210000,0,1,0,0,0,1,28,-1,0,0,0,0,0,85672,68394,70305,65626,64638,67498,6009,5000,5000,5000,5000,5000,0
60000,0,0,0,1,0,1,44,0,0,0,-1,-1,-2,57657,54173,67300,590,0,0,3400,1650,1180,0,0,400,0
30000,1,0,0,1,1,0,30,0,0,0,0,0,0,28130,27836,28998,29480,29500,0,1750,2000,1200,1000,0,1500,0
150000,0,0,1,0,0,1,29,-1,-1,-1,-2,-2,-1,3850,227,0,0,0,1500,227,0,0,0,1500,1606,0
80000,0,0,0,1,1,0,46,0,0,0,0,0,0,76270,77376,38556,34345,36020,38420,3400,3000,3000,3000,3000,3000,0
80000,0,0,0,1,1,0,41,0,0,0,0,0,0,21709,22432,23693,24089,24832,25269,1378,1639,1089,1132,1000,1100,0
